1000.0, 2.532, 2.546, 2.551
2000.0, 2.532, 2.546, 2.551
3000.0, 2.532, 2.546, 2.551
4000.0, 2.532, 2.546, 2.551
5000.0, 2.532, 2.546, 2.551
6000.0, 2.532, 2.546, 2.551
7000.0, 2.532, 2.542, 2.551
8000.0, 2.532, 2.542, 2.551
9000.0, 2.532, 2.542, 2.551
10000.0, 2.532, 2.546, 2.551
11000.0, 2.532, 2.546, 2.551
12000.0, 2.532, 2.542, 2.551
13000.0, 2.522, 2.542, 2.546
14000.0, 2.512, 2.546, 2.551
15000.0, 2.502, 2.542, 2.551
16000.0, 2.498, 2.542, 2.551
17000.0, 2.488, 2.546, 2.546
18000.0, 2.483, 2.542, 2.551
19000.0, 2.473, 2.542, 2.546
20000.0, 2.468, 2.542, 2.551
21000.0, 2.463, 2.542, 2.551
22000.0, 2.458, 2.537, 2.551
23000.0, 2.454, 2.537, 2.551
24000.0, 2.449, 2.537, 2.551
25000.0, 2.444, 2.532, 2.551
26000.0, 2.439, 2.532, 2.551
27000.0, 2.439, 2.532, 2.551
28000.0, 2.434, 2.527, 2.546
29000.0, 2.429, 2.527, 2.551
30000.0, 2.424, 2.527, 2.551
31000.0, 2.419, 2.522, 2.546
32000.0, 2.419, 2.522, 2.546
33000.0, 2.414, 2.522, 2.546
34000.0, 2.410, 2.522, 2.546
35000.0, 2.410, 2.517, 2.546
36000.0, 2.405, 2.517, 2.546
37000.0, 2.405, 2.517, 2.546
38000.0, 2.400, 2.512, 2.542
39000.0, 2.395, 2.512, 2.542
40000.0, 2.395, 2.507, 2.542
41000.0, 2.390, 2.507, 2.542
42000.0, 2.390, 2.502, 2.542
43000.0, 2.390, 2.502, 2.537
44000.0, 2.385, 2.502, 2.537
45000.0, 2.380, 2.498, 2.537
46000.0, 2.380, 2.498, 2.537
47000.0, 2.380, 2.498, 2.537
48000.0, 2.380, 2.498, 2.537
49000.0, 2.375, 2.493, 2.532
50000.0, 2.375, 2.493, 2.532
51000.0, 2.370, 2.488, 2.532
52000.0, 2.370, 2.488, 2.532
53000.0, 2.366, 2.488, 2.532
54000.0, 2.366, 2.488, 2.527
55000.0, 2.366, 2.483, 2.527
56000.0, 2.361, 2.483, 2.527
57000.0, 2.361, 2.483, 2.522
58000.0, 2.361, 2.478, 2.522
59000.0, 2.356, 2.478, 2.522
60000.0, 2.356, 2.473, 2.522
61000.0, 2.356, 2.473, 2.517
62000.0, 2.351, 2.473, 2.517
63000.0, 2.351, 2.473, 2.517
64000.0, 2.351, 2.468, 2.517
65000.0, 2.351, 2.468, 2.512
66000.0, 2.346, 2.463, 2.512
67000.0, 2.346, 2.463, 2.507
68000.0, 2.346, 2.463, 2.507
69000.0, 2.341, 2.463, 2.507
70000.0, 2.341, 2.458, 2.507
71000.0, 2.341, 2.458, 2.507
72000.0, 2.336, 2.458, 2.502
73000.0, 2.336, 2.454, 2.502
74000.0, 2.336, 2.454, 2.498
