1000.0, 2.566, 2.576, 2.581
2000.0, 2.561, 2.576, 2.581
3000.0, 2.561, 2.571, 2.581
4000.0, 2.561, 2.576, 2.581
5000.0, 2.566, 2.576, 2.581
6000.0, 2.566, 2.576, 2.581
7000.0, 2.566, 2.576, 2.581
8000.0, 2.566, 2.576, 2.581
9000.0, 2.566, 2.576, 2.581
10000.0, 2.566, 2.576, 2.581
11000.0, 2.566, 2.576, 2.581
12000.0, 2.561, 2.576, 2.581
13000.0, 2.551, 2.576, 2.581
14000.0, 2.542, 2.576, 2.581
15000.0, 2.537, 2.576, 2.581
16000.0, 2.527, 2.576, 2.581
17000.0, 2.517, 2.571, 2.581
18000.0, 2.512, 2.571, 2.581
19000.0, 2.507, 2.571, 2.581
20000.0, 2.498, 2.571, 2.576
21000.0, 2.493, 2.571, 2.581
22000.0, 2.488, 2.566, 2.581
23000.0, 2.478, 2.566, 2.576
24000.0, 2.478, 2.566, 2.581
25000.0, 2.473, 2.566, 2.581
26000.0, 2.468, 2.561, 2.581
27000.0, 2.463, 2.561, 2.581
28000.0, 2.458, 2.561, 2.581
29000.0, 2.454, 2.556, 2.581
30000.0, 2.454, 2.556, 2.576
31000.0, 2.449, 2.551, 2.576
32000.0, 2.449, 2.551, 2.576
33000.0, 2.444, 2.546, 2.576
34000.0, 2.439, 2.546, 2.576
35000.0, 2.439, 2.546, 2.571
36000.0, 2.434, 2.542, 2.571
37000.0, 2.429, 2.542, 2.571
38000.0, 2.429, 2.542, 2.571
39000.0, 2.424, 2.537, 2.571
40000.0, 2.419, 2.537, 2.566
41000.0, 2.419, 2.532, 2.566
42000.0, 2.414, 2.532, 2.566
43000.0, 2.414, 2.532, 2.566
44000.0, 2.410, 2.527, 2.566
45000.0, 2.410, 2.527, 2.561
46000.0, 2.405, 2.522, 2.561
47000.0, 2.405, 2.522, 2.561
48000.0, 2.400, 2.522, 2.561
49000.0, 2.400, 2.517, 2.556
50000.0, 2.400, 2.517, 2.556
51000.0, 2.395, 2.517, 2.556
52000.0, 2.390, 2.512, 2.556
53000.0, 2.390, 2.512, 2.551
54000.0, 2.385, 2.512, 2.551
55000.0, 2.385, 2.507, 2.551
56000.0, 2.385, 2.507, 2.551
57000.0, 2.380, 2.502, 2.546
58000.0, 2.380, 2.502, 2.546
59000.0, 2.380, 2.498, 2.546
60000.0, 2.380, 2.498, 2.546
61000.0, 2.375, 2.498, 2.542
62000.0, 2.375, 2.498, 2.542
63000.0, 2.370, 2.493, 2.542
64000.0, 2.370, 2.493, 2.537
65000.0, 2.370, 2.493, 2.537
66000.0, 2.366, 2.488, 2.537
67000.0, 2.366, 2.488, 2.537
68000.0, 2.366, 2.488, 2.532
69000.0, 2.361, 2.483, 2.532
70000.0, 2.361, 2.483, 2.532
71000.0, 2.361, 2.478, 2.527
72000.0, 2.361, 2.478, 2.527
73000.0, 2.356, 2.478, 2.527
74000.0, 2.356, 2.473, 2.527
75000.0, 2.356, 2.473, 2.522
76000.0, 2.351, 2.473, 2.522
77000.0, 2.351, 2.473, 2.522
78000.0, 2.351, 2.468, 2.517
79000.0, 2.346, 2.468, 2.517
80000.0, 2.346, 2.468, 2.517
81000.0, 2.346, 2.463, 2.512
82000.0, 2.346, 2.463, 2.512
83000.0, 2.341, 2.463, 2.512
84000.0, 2.346, 2.463, 2.512
85000.0, 2.341, 2.458, 2.507
86000.0, 2.346, 2.458, 2.507
87000.0, 2.346, 2.458, 2.507
